Timestep,StratumID,FlowGroupID,Value
2002,California Chaparral and Oak Woodlands,Growth,0.7849230484439553
2002,Cascades,Growth,1.0244571284765935
2002,Central Basin and Range,Growth,0.7264795494374297
2002,Central California Valley,Growth,0.8020304842092159
2002,Coast Range,Growth,1.0360923870291194
2002,Eastern Cascades Slopes and Foothills,Growth,0.7720103479523294
2002,Klamath Mountains,Growth,1.0609356369080116
2002,Mojave Basin and Range,Growth,0.3349303556600067
2002,Northern Basin and Range,Growth,0.724985293298434
2002,Sierra Nevada,Growth,0.9845224593043539
2002,Sonoran Basin and Range,Growth,0.1761682023794083
2002,Southern California Mountains,Growth,0.5929009561738601
2003,California Chaparral and Oak Woodlands,Growth,0.9219202920718162
2003,Cascades,Growth,1.0827894239350446
2003,Central Basin and Range,Growth,0.8066592903363167
2003,Central California Valley,Growth,0.8902065270614776
2003,Coast Range,Growth,1.0415368050154024
2003,Eastern Cascades Slopes and Foothills,Growth,1.0621107515972372
2003,Klamath Mountains,Growth,1.058503276999484
2003,Mojave Basin and Range,Growth,1.1133377094125194
2003,Northern Basin and Range,Growth,1.0695411632134308
2003,Sierra Nevada,Growth,1.0113092272476207
2003,Sonoran Basin and Range,Growth,0.9669561622220508
2003,Southern California Mountains,Growth,0.9748408086976645
2004,California Chaparral and Oak Woodlands,Growth,1.0485085295147154
2004,Cascades,Growth,1.1117081394960928
2004,Central Basin and Range,Growth,1.0860830047329675
2004,Central California Valley,Growth,0.9975060730870917
2004,Coast Range,Growth,1.00562657474912
2004,Eastern Cascades Slopes and Foothills,Growth,0.9738512009708424
2004,Klamath Mountains,Growth,1.035016942623024
2004,Mojave Basin and Range,Growth,1.515779628011723
2004,Northern Basin and Range,Growth,0.8601427852251958
2004,Sierra Nevada,Growth,0.9732806277035576
2004,Sonoran Basin and Range,Growth,1.5046859685843939
2004,Southern California Mountains,Growth,1.1173666598276806
2005,California Chaparral and Oak Woodlands,Growth,1.2837425655973673
2005,Cascades,Growth,1.2031592023267685
2005,Central Basin and Range,Growth,1.3396638365643088
2005,Central California Valley,Growth,1.2194325592391502
2005,Coast Range,Growth,1.1612592321899784
2005,Eastern Cascades Slopes and Foothills,Growth,1.2767927124806415
2005,Klamath Mountains,Growth,1.1409305130880387
2005,Mojave Basin and Range,Growth,1.7283717412944373
2005,Northern Basin and Range,Growth,1.1638258227027058
2005,Sierra Nevada,Growth,1.1866769131555295
2005,Sonoran Basin and Range,Growth,1.6715571308705677
2005,Southern California Mountains,Growth,1.5613394133184695
2006,California Chaparral and Oak Woodlands,Growth,1.0772590207070334
2006,Cascades,Growth,1.1456183310375518
2006,Central Basin and Range,Growth,1.0368375663789628
2006,Central California Valley,Growth,1.1560603252231199
2006,Coast Range,Growth,1.1195757231978931
2006,Eastern Cascades Slopes and Foothills,Growth,1.0228256887780947
2006,Klamath Mountains,Growth,1.1077057150614713
2006,Mojave Basin and Range,Growth,0.5341106618578035
2006,Northern Basin and Range,Growth,1.0746240532540163
2006,Sierra Nevada,Growth,1.1363463604674786
2006,Sonoran Basin and Range,Growth,0.29402622250261057
2006,Southern California Mountains,Growth,1.008167238468706
2007,California Chaparral and Oak Woodlands,Growth,0.5594164725640112
2007,Cascades,Growth,0.8466706748141668
2007,Central Basin and Range,Growth,0.6472003365263603
2007,Central California Valley,Growth,0.5737433061652344
2007,Coast Range,Growth,0.8671489666465904
2007,Eastern Cascades Slopes and Foothills,Growth,0.8090902255682875
2007,Klamath Mountains,Growth,0.9135954030684953
2007,Mojave Basin and Range,Growth,0.5095684566848581
2007,Northern Basin and Range,Growth,0.6337688847121501
2007,Sierra Nevada,Growth,0.7870942256760451
2007,Sonoran Basin and Range,Growth,0.5457543555412452
2007,Southern California Mountains,Growth,0.5196036224487856
2008,California Chaparral and Oak Woodlands,Growth,0.8982306302185866
2008,Cascades,Growth,0.8730501555991936
2008,Central Basin and Range,Growth,0.9478822634719549
2008,Central California Valley,Growth,0.7525899353254313
2008,Coast Range,Growth,0.9265131206381841
2008,Eastern Cascades Slopes and Foothills,Growth,0.7833524226023567
2008,Klamath Mountains,Growth,0.9525662469809129
2008,Mojave Basin and Range,Growth,0.8880935235757119
2008,Northern Basin and Range,Growth,0.688172066910328
2008,Sierra Nevada,Growth,0.9471871918839124
2008,Sonoran Basin and Range,Growth,1.0638853192038245
2008,Southern California Mountains,Growth,1.084305773438617
2009,California Chaparral and Oak Woodlands,Growth,0.838282248371593
2009,Cascades,Growth,0.9777399253168855
2009,Central Basin and Range,Growth,0.8989118899126328
2009,Central California Valley,Growth,0.8225253820125777
2009,Coast Range,Growth,0.9193854291296905
2009,Eastern Cascades Slopes and Foothills,Growth,0.8561141488189653
2009,Klamath Mountains,Growth,0.9368518045377814
2009,Mojave Basin and Range,Growth,0.4913537049397502
2009,Northern Basin and Range,Growth,0.9362802900961312
2009,Sierra Nevada,Growth,1.0257948047706307
2009,Sonoran Basin and Range,Growth,0.3925409536042151
2009,Southern California Mountains,Growth,0.7536605333378191
2010,California Chaparral and Oak Woodlands,Growth,1.4996960079753017
2010,Cascades,Growth,1.13298021937482
2010,Central Basin and Range,Growth,1.508956496529326
2010,Central California Valley,Growth,1.5298401856838912
2010,Coast Range,Growth,1.1610533507090643
2010,Eastern Cascades Slopes and Foothills,Growth,1.1283196745254518
2010,Klamath Mountains,Growth,1.1149768466100327
2010,Mojave Basin and Range,Growth,1.796056447758631
2010,Northern Basin and Range,Growth,1.2100807544498302
