Timestep,StratumID,FlowGroupID,Value
2002,California Chaparral and Oak Woodlands,Growth,0.7840093294439444
2002,Cascades,Growth,1.0232645708815002
2002,Central Basin and Range,Growth,0.7256338637759417
2002,Central California Valley,Growth,0.8010968506594524
2002,Coast Range,Growth,1.0348862849766036
2002,Eastern Cascades Slopes and Foothills,Growth,0.7711116604637565
2002,Klamath Mountains,Growth,1.059700615142307
2002,Mojave Basin and Range,Growth,0.3345404674661848
2002,Northern Basin and Range,Growth,0.7241413470816316
2002,Sierra Nevada,Growth,0.9833763891529075
2002,Sonoran Basin and Range,Growth,0.1759631272016174
2002,Southern California Mountains,Growth,0.5922107676644837
2003,California Chaparral and Oak Woodlands,Growth,0.9195913144548947
2003,Cascades,Growth,1.0800540547780029
2003,Central Basin and Range,Growth,0.8046214878843789
2003,Central California Valley,Growth,0.8879576655343011
2003,Coast Range,Growth,1.0389056492344295
2003,Eastern Cascades Slopes and Foothills,Growth,1.0594276214086145
2003,Klamath Mountains,Growth,1.0558292601015264
2003,Mojave Basin and Range,Growth,1.1105251684286679
2003,Northern Basin and Range,Growth,1.0668392621370346
2003,Sierra Nevada,Growth,1.0087544331137885
2003,Sonoran Basin and Range,Growth,0.964513413887161
2003,Southern California Mountains,Growth,0.9723781419757764
2004,California Chaparral and Oak Woodlands,Growth,1.0448905385369693
2004,Cascades,Growth,1.1078720714953436
2004,Central Basin and Range,Growth,1.0823353590042046
2004,Central California Valley,Growth,0.99406407154768
2004,Coast Range,Growth,1.0021565525490068
2004,Eastern Cascades Slopes and Foothills,Growth,0.9704908231011359
2004,Klamath Mountains,Growth,1.0314455058108145
2004,Mojave Basin and Range,Growth,1.510549268063258
2004,Northern Basin and Range,Growth,0.8571747704223419
2004,Sierra Nevada,Growth,0.969922218658019
2004,Sonoran Basin and Range,Growth,1.4994938884959284
2004,Southern California Mountains,Growth,1.1135110664964925
2005,California Chaparral and Oak Woodlands,Growth,1.2777483291548724
2005,Cascades,Growth,1.1975412373780452
2005,Central Basin and Range,Growth,1.3334084844360654
2005,Central California Valley,Growth,1.2137386083788742
2005,Coast Range,Growth,1.155836912641403
2005,Eastern Cascades Slopes and Foothills,Growth,1.270830927297409
2005,Klamath Mountains,Growth,1.1356031153346393
2005,Mojave Basin and Range,Growth,1.7203013780023824
2005,Northern Basin and Range,Growth,1.1583915188585276
2005,Sierra Nevada,Growth,1.1811359096950778
2005,Sonoran Basin and Range,Growth,1.6637520545740487
2005,Southern California Mountains,Growth,1.5540489815284617
2006,California Chaparral and Oak Woodlands,Growth,1.071026800123772
2006,Cascades,Growth,1.138990634257099
2006,Central Basin and Range,Growth,1.0308391943082937
2006,Central California Valley,Growth,1.1493722188198718
2006,Coast Range,Growth,1.1130986896038237
2006,Eastern Cascades Slopes and Foothills,Growth,1.0169083790242088
2006,Klamath Mountains,Growth,1.1012973525182908
2006,Mojave Basin and Range,Growth,0.5310206942672933
2006,Northern Basin and Range,Growth,1.0684070766353737
2006,Sierra Nevada,Growth,1.1297723044221912
2006,Sonoran Basin and Range,Growth,0.2923252051607491
2006,Southern California Mountains,Growth,1.0023347316210671
2007,California Chaparral and Oak Woodlands,Growth,0.5556212760081702
2007,Cascades,Growth,0.8409266865932647
2007,Central Basin and Range,Growth,0.642809596159231
2007,Central California Valley,Growth,0.5698509134197813
2007,Coast Range,Growth,0.8612660494766073
2007,Eastern Cascades Slopes and Foothills,Growth,0.8036011908543695
2007,Klamath Mountains,Growth,0.9073973837086687
2007,Mojave Basin and Range,Growth,0.5061114393344184
2007,Northern Basin and Range,Growth,0.6294692660801952
2007,Sierra Nevada,Growth,0.7817544163552422
2007,Sonoran Basin and Range,Growth,0.5420518456008566
2007,Southern California Mountains,Growth,0.5160785244671661
2008,California Chaparral and Oak Woodlands,Growth,0.8912817952331864
2008,Cascades,Growth,0.8662961202087947
2008,Central Basin and Range,Growth,0.9405493166620121
2008,Central California Valley,Growth,0.7467677966716016
2008,Coast Range,Growth,0.9193454884393621
2008,Eastern Cascades Slopes and Foothills,Growth,0.7772923011402857
2008,Klamath Mountains,Growth,0.9451970642340257
2008,Mojave Basin and Range,Growth,0.8812231106335164
2008,Northern Basin and Range,Growth,0.6828482736954852
2008,Sierra Nevada,Growth,0.9398596222428235
2008,Sonoran Basin and Range,Growth,1.0556549568917108
2008,Southern California Mountains,Growth,1.0759174357001142
2009,California Chaparral and Oak Woodlands,Growth,0.83099429639039335
2009,Cascades,Growth,0.9692395405841141
2009,Central Basin and Range,Growth,0.891096829171768
2009,Central California Valley,Growth,0.8153744188386942
2009,Coast Range,Growth,0.911392373243409
2009,Eastern Cascades Slopes and Foothills,Growth,0.8486711678669787
2009,Klamath Mountains,Growth,0.9287068975231871
2009,Mojave Basin and Range,Growth,0.4870819191368877
2009,Northern Basin and Range,Growth,0.9281403517777195
2009,Sierra Nevada,Growth,1.0168766351514424
2009,Sonoran Basin and Range,Growth,0.38912823715211425
2009,Southern California Mountains,Growth,0.7471082750885706
2010,California Chaparral and Oak Woodlands,Growth,1.484730160265521
2010,Cascades,Growth,1.1216739217443759
2010,Central Basin and Range,Growth,1.4938982360501036
2010,Central California Valley,Growth,1.5145735215616347
2010,Coast Range,Growth,1.1494669041644066
2010,Eastern Cascades Slopes and Foothills,Growth,1.117059885656843
2010,Klamath Mountains,Growth,1.1038502092131475
2010,Mojave Basin and Range,Growth,1.7781331438807906
2010,Northern Basin and Range,Growth,1.1980050509797102
2010,Sierra Nevada,Growth,1.205209257766161
2010,Sonoran Basin and Range,Growth,1.7572312252810758
2010,Southern California Mountains,Growth,1.6110971251103572
2011,California Chaparral and Oak Woodlands,Growth,0.949090297485539
2011,Cascades,Growth,0.9334280634797246
