StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,DROUGHT: High Severity [Type],2.51665630431671,Normal,Iteration and Timestep,1.25832815215836
Cascades,2017,DROUGHT: High Severity [Type],7.31509760313202,Normal,Iteration and Timestep,3.65754880156601
Sierra Nevada,2017,DROUGHT: High Severity [Type],143.444165003822,Normal,Iteration and Timestep,71.7220825019112
California Chaparral and Oak Woodlands,2017,DROUGHT: High Severity [Type],11.515532187186,Normal,Iteration and Timestep,5.75776609359298
Central California Valley,2017,DROUGHT: High Severity [Type],0.125522790375271,Normal,Iteration and Timestep,0.0627613951876356
Southern California Mountains,2017,DROUGHT: High Severity [Type],1.02997276898668,Normal,Iteration and Timestep,0.514986384493341
Eastern Cascades Slopes and Foothills,2017,DROUGHT: High Severity [Type],66.0031587490157,Normal,Iteration and Timestep,33.0015793745079
Central Basin and Range,2017,DROUGHT: High Severity [Type],7.62058064895155,Normal,Iteration and Timestep,3.81029032447577
Mojave Basin and Range,2017,DROUGHT: High Severity [Type],0.385611876405164,Normal,Iteration and Timestep,0.192805938202582
Klamath Mountains,2017,DROUGHT: High Severity [Type],58.579269947877,Normal,Iteration and Timestep,29.2896349739385
Northern Basin and Range,2017,DROUGHT: High Severity [Type],7.70282842345841,Normal,Iteration and Timestep,3.85141421172921
Sonoran Basin and Range,2017,DROUGHT: High Severity [Type],0.00361313404528119,Normal,Iteration and Timestep,0.00180656702264059
Coast Range,2018,DROUGHT: High Severity [Type],0.666844832569041,Normal,Iteration and Timestep,0.33342241628452
Cascades,2018,DROUGHT: High Severity [Type],1.54703584251001,Normal,Iteration and Timestep,0.773517921255007
Sierra Nevada,2018,DROUGHT: High Severity [Type],52.4357605954829,Normal,Iteration and Timestep,26.2178802977414
California Chaparral and Oak Woodlands,2018,DROUGHT: High Severity [Type],5.0328920314696,Normal,Iteration and Timestep,2.5164460157348
Central California Valley,2018,DROUGHT: High Severity [Type],0.0439391512418297,Normal,Iteration and Timestep,0.0219695756209148
Southern California Mountains,2018,DROUGHT: High Severity [Type],1.37719254286276,Normal,Iteration and Timestep,0.688596271431379
Eastern Cascades Slopes and Foothills,2018,DROUGHT: High Severity [Type],10.5164731307455,Normal,Iteration and Timestep,5.25823656537273
Central Basin and Range,2018,DROUGHT: High Severity [Type],9.42694495708565,Normal,Iteration and Timestep,4.71347247854283
Mojave Basin and Range,2018,DROUGHT: High Severity [Type],1.10252285672232,Normal,Iteration and Timestep,0.551261428361158
Klamath Mountains,2018,DROUGHT: High Severity [Type],13.5843101075907,Normal,Iteration and Timestep,6.79215505379534
Northern Basin and Range,2018,DROUGHT: High Severity [Type],2.00361871286623,Normal,Iteration and Timestep,1.00180935643311
Sonoran Basin and Range,2018,DROUGHT: High Severity [Type],0.00700845158280572,Normal,Iteration and Timestep,0.00350422579140286
Coast Range,2019,DROUGHT: High Severity [Type],0.990156580042822,Normal,Iteration and Timestep,0.495078290021411
Cascades,2019,DROUGHT: High Severity [Type],1.22873913708372,Normal,Iteration and Timestep,0.614369568541861
Sierra Nevada,2019,DROUGHT: High Severity [Type],31.8906929877148,Normal,Iteration and Timestep,15.9453464938574
California Chaparral and Oak Woodlands,2019,DROUGHT: High Severity [Type],4.44211390774035,Normal,Iteration and Timestep,2.22105695387017
Central California Valley,2019,DROUGHT: High Severity [Type],0.0263773857477645,Normal,Iteration and Timestep,0.0131886928738822
Southern California Mountains,2019,DROUGHT: High Severity [Type],3.34703569643079,Normal,Iteration and Timestep,1.6735178482154
Eastern Cascades Slopes and Foothills,2019,DROUGHT: High Severity [Type],5.36740059354702,Normal,Iteration and Timestep,2.68370029677351
Central Basin and Range,2019,DROUGHT: High Severity [Type],5.26602215192224,Normal,Iteration and Timestep,2.63301107596112
Mojave Basin and Range,2019,DROUGHT: High Severity [Type],0.592052890984178,Normal,Iteration and Timestep,0.296026445492089
Klamath Mountains,2019,DROUGHT: High Severity [Type],16.2162818328216,Normal,Iteration and Timestep,8.10814091641078
Northern Basin and Range,2019,DROUGHT: High Severity [Type],0.795108676942959,Normal,Iteration and Timestep,0.39755433847148
Sonoran Basin and Range,2019,DROUGHT: High Severity [Type],0.00895634164953663,Normal,Iteration and Timestep,0.00447817082476831
Coast Range,2020,DROUGHT: High Severity [Type],0.648034875744997,Normal,Iteration and Timestep,0.324017437872499
Cascades,2020,DROUGHT: High Severity [Type],1.0648483621535,Normal,Iteration and Timestep,0.532424181076749
Sierra Nevada,2020,DROUGHT: High Severity [Type],26.7245151265609,Normal,Iteration and Timestep,13.3622575632805
California Chaparral and Oak Woodlands,2020,DROUGHT: High Severity [Type],1.8197491723372,Normal,Iteration and Timestep,0.909874586168598
Central California Valley,2020,DROUGHT: High Severity [Type],0.00959970905250884,Normal,Iteration and Timestep,0.00479985452625442
