StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,Drought: High Severity [Type],0.413174032,Normal,Iteration and Timestep,0.206587016
Cascades,2017,Drought: High Severity [Type],0.020552068,Normal,Iteration and Timestep,0.010276034
Sierra Nevada,2017,Drought: High Severity [Type],18.33995563,Normal,Iteration and Timestep,9.169977816
California Chaparral and Oak Woodlands,2017,Drought: High Severity [Type],3.512706179,Normal,Iteration and Timestep,1.75635309
Central California Valley,2017,Drought: High Severity [Type],0.013232993,Normal,Iteration and Timestep,0.006616496
Southern California Mountains,2017,Drought: High Severity [Type],3.889626996,Normal,Iteration and Timestep,1.944813498
Eastern Cascades Slopes and Foothills,2017,Drought: High Severity [Type],0.201698369,Normal,Iteration and Timestep,0.100849184
Central Basin and Range,2017,Drought: High Severity [Type],14.26980624,Normal,Iteration and Timestep,7.134903119
Mojave Basin and Range,2017,Drought: High Severity [Type],14.24784131,Normal,Iteration and Timestep,7.123920654
Klamath Mountains,2017,Drought: High Severity [Type],0.888254704,Normal,Iteration and Timestep,0.444127352
Northern Basin and Range,2017,Drought: High Severity [Type],0.043922363,Normal,Iteration and Timestep,0.021961181
Sonoran Basin and Range,2017,Drought: High Severity [Type],0.107246161,Normal,Iteration and Timestep,0.05362308
Coast Range,2018,Drought: High Severity [Type],0.88465022,Normal,Iteration and Timestep,0.44232511
Cascades,2018,Drought: High Severity [Type],0.045654915,Normal,Iteration and Timestep,0.022827458
Sierra Nevada,2018,Drought: High Severity [Type],11.33375638,Normal,Iteration and Timestep,5.666878191
California Chaparral and Oak Woodlands,2018,Drought: High Severity [Type],6.58019287,Normal,Iteration and Timestep,3.290096435
Central California Valley,2018,Drought: High Severity [Type],0.023220713,Normal,Iteration and Timestep,0.011610357
Southern California Mountains,2018,Drought: High Severity [Type],5.925803988,Normal,Iteration and Timestep,2.962901994
Eastern Cascades Slopes and Foothills,2018,Drought: High Severity [Type],0.381106032,Normal,Iteration and Timestep,0.190553016
Central Basin and Range,2018,Drought: High Severity [Type],7.788758217,Normal,Iteration and Timestep,3.894379108
Mojave Basin and Range,2018,Drought: High Severity [Type],7.225369769,Normal,Iteration and Timestep,3.612684884
Klamath Mountains,2018,Drought: High Severity [Type],1.421231671,Normal,Iteration and Timestep,0.710615836
Northern Basin and Range,2018,Drought: High Severity [Type],0.15331202,Normal,Iteration and Timestep,0.07665601
Sonoran Basin and Range,2018,Drought: High Severity [Type],0.150508352,Normal,Iteration and Timestep,0.075254176
Coast Range,2019,Drought: High Severity [Type],2.512113544,Normal,Iteration and Timestep,1.256056772
Cascades,2019,Drought: High Severity [Type],0.299481042,Normal,Iteration and Timestep,0.149740521
Sierra Nevada,2019,Drought: High Severity [Type],7.49200906,Normal,Iteration and Timestep,3.74600453
California Chaparral and Oak Woodlands,2019,Drought: High Severity [Type],5.740329698,Normal,Iteration and Timestep,2.870164849
Central California Valley,2019,Drought: High Severity [Type],0.033406776,Normal,Iteration and Timestep,0.016703388
Southern California Mountains,2019,Drought: High Severity [Type],5.151520174,Normal,Iteration and Timestep,2.575760087
Eastern Cascades Slopes and Foothills,2019,Drought: High Severity [Type],2.092345327,Normal,Iteration and Timestep,1.046172663
Central Basin and Range,2019,Drought: High Severity [Type],1.672597326,Normal,Iteration and Timestep,0.836298663
Mojave Basin and Range,2019,Drought: High Severity [Type],3.798517514,Normal,Iteration and Timestep,1.899258757
Klamath Mountains,2019,Drought: High Severity [Type],7.288697298,Normal,Iteration and Timestep,3.644348649
Northern Basin and Range,2019,Drought: High Severity [Type],0.223736718,Normal,Iteration and Timestep,0.111868359
Sonoran Basin and Range,2019,Drought: High Severity [Type],0.13474994,Normal,Iteration and Timestep,0.06737497
Coast Range,2020,Drought: High Severity [Type],11.69192217,Normal,Iteration and Timestep,5.845961083
Cascades,2020,Drought: High Severity [Type],3.468015513,Normal,Iteration and Timestep,1.734007756
Sierra Nevada,2020,Drought: High Severity [Type],32.56891588,Normal,Iteration and Timestep,16.28445794
California Chaparral and Oak Woodlands,2020,Drought: High Severity [Type],40.06093707,Normal,Iteration and Timestep,20.03046853
Central California Valley,2020,Drought: High Severity [Type],0.237334688,Normal,Iteration and Timestep,0.118667344
Southern California Mountains,2020,Drought: High Severity [Type],23.78309274,Normal,Iteration and Timestep,11.89154637
Eastern Cascades Slopes and Foothills,2020,Drought: High Severity [Type],14.53831434,Normal,Iteration and Timestep,7.269157172
Central Basin and Range,2020,Drought: High Severity [Type],4.538714024,Normal,Iteration and Timestep,2.269357012
Mojave Basin and Range,2020,Drought: High Severity [Type],10.25767541,Normal,Iteration and Timestep,5.128837704
Klamath Mountains,2020,Drought: High Severity [Type],31.7146846,Normal,Iteration and Timestep,15.8573423
Northern Basin and Range,2020,Drought: High Severity [Type],1.217264926,Normal,Iteration and Timestep,0.608632463
Sonoran Basin and Range,2020,Drought: High Severity [Type],0.964221484,Normal,Iteration and Timestep,0.482110742
Coast Range,2021,Drought: High Severity [Type],588.5683198,Normal,Iteration and Timestep,294.2841599
Cascades,2021,Drought: High Severity [Type],83.33789376,Normal,Iteration and Timestep,41.66894688
Sierra Nevada,2021,Drought: High Severity [Type],1233.871946,Normal,Iteration and Timestep,616.9359732
California Chaparral and Oak Woodlands,2021,Drought: High Severity [Type],1010.387692,Normal,Iteration and Timestep,505.1938459
Central California Valley,2021,Drought: High Severity [Type],7.760627395,Normal,Iteration and Timestep,3.880313697
Southern California Mountains,2021,Drought: High Severity [Type],241.9120072,Normal,Iteration and Timestep,120.9560036
Eastern Cascades Slopes and Foothills,2021,Drought: High Severity [Type],274.0337583,Normal,Iteration and Timestep,137.0168791
Central Basin and Range,2021,Drought: High Severity [Type],23.15694499,Normal,Iteration and Timestep,11.5784725
Mojave Basin and Range,2021,Drought: High Severity [Type],42.56951494,Normal,Iteration and Timestep,21.28475747
Klamath Mountains,2021,Drought: High Severity [Type],1476.965897,Normal,Iteration and Timestep,738.4829484
Northern Basin and Range,2021,Drought: High Severity [Type],14.0675616,Normal,Iteration and Timestep,7.033780802
Sonoran Basin and Range,2021,Drought: High Severity [Type],2.888188792,Normal,Iteration and Timestep,1.444094396
Coast Range,2022,Drought: High Severity [Type],120.3679518,Normal,Iteration and Timestep,60.18397589
Cascades,2022,Drought: High Severity [Type],55.98485486,Normal,Iteration and Timestep,27.99242743
Sierra Nevada,2022,Drought: High Severity [Type],542.04744,Normal,Iteration and Timestep,271.02372
California Chaparral and Oak Woodlands,2022,Drought: High Severity [Type],82.0811019,Normal,Iteration and Timestep,41.04055095
Central California Valley,2022,Drought: High Severity [Type],0.600563485,Normal,Iteration and Timestep,0.300281743
Southern California Mountains,2022,Drought: High Severity [Type],24.57676426,Normal,Iteration and Timestep,12.28838213
Eastern Cascades Slopes and Foothills,2022,Drought: High Severity [Type],212.9695033,Normal,Iteration and Timestep,106.4847516
Central Basin and Range,2022,Drought: High Severity [Type],11.85130361,Normal,Iteration and Timestep,5.925651803
Mojave Basin and Range,2022,Drought: High Severity [Type],5.55636354,Normal,Iteration and Timestep,2.77818177
Klamath Mountains,2022,Drought: High Severity [Type],660.6046387,Normal,Iteration and Timestep,330.3023193
Northern Basin and Range,2022,Drought: High Severity [Type],7.934591272,Normal,Iteration and Timestep,3.967295636
Sonoran Basin and Range,2022,Drought: High Severity [Type],0.131821655,Normal,Iteration and Timestep,0.065910827
Coast Range,2023,Drought: High Severity [Type],127.220545,Normal,Iteration and Timestep,63.61027248
Cascades,2023,Drought: High Severity [Type],53.58204631,Normal,Iteration and Timestep,26.79102315
Sierra Nevada,2023,Drought: High Severity [Type],536.5034127,Normal,Iteration and Timestep,268.2517064
California Chaparral and Oak Woodlands,2023,Drought: High Severity [Type],37.19574691,Normal,Iteration and Timestep,18.59787346
Central California Valley,2023,Drought: High Severity [Type],0.28587676,Normal,Iteration and Timestep,0.14293838
Southern California Mountains,2023,Drought: High Severity [Type],3.782650769,Normal,Iteration and Timestep,1.891325384
Eastern Cascades Slopes and Foothills,2023,Drought: High Severity [Type],313.4719768,Normal,Iteration and Timestep,156.7359884
Central Basin and Range,2023,Drought: High Severity [Type],12.01313398,Normal,Iteration and Timestep,6.00656699
Mojave Basin and Range,2023,Drought: High Severity [Type],1.601811159,Normal,Iteration and Timestep,0.80090558
Klamath Mountains,2023,Drought: High Severity [Type],906.7584438,Normal,Iteration and Timestep,453.3792219
Northern Basin and Range,2023,Drought: High Severity [Type],15.18995424,Normal,Iteration and Timestep,7.594977122
Sonoran Basin and Range,2023,Drought: High Severity [Type],0.028912729,Normal,Iteration and Timestep,0.014456365
Coast Range,2024,Drought: High Severity [Type],74.5381753,Normal,Iteration and Timestep,37.26908765
Cascades,2024,Drought: High Severity [Type],29.39647747,Normal,Iteration and Timestep,14.69823874
Sierra Nevada,2024,Drought: High Severity [Type],380.4399422,Normal,Iteration and Timestep,190.2199711
California Chaparral and Oak Woodlands,2024,Drought: High Severity [Type],11.64019212,Normal,Iteration and Timestep,5.820096058
Central California Valley,2024,Drought: High Severity [Type],0.07972119,Normal,Iteration and Timestep,0.039860595
Southern California Mountains,2024,Drought: High Severity [Type],1.246150955,Normal,Iteration and Timestep,0.623075477
Eastern Cascades Slopes and Foothills,2024,Drought: High Severity [Type],263.3166519,Normal,Iteration and Timestep,131.6583259
Central Basin and Range,2024,Drought: High Severity [Type],11.23694062,Normal,Iteration and Timestep,5.618470312
Mojave Basin and Range,2024,Drought: High Severity [Type],1.851564012,Normal,Iteration and Timestep,0.925782006
Klamath Mountains,2024,Drought: High Severity [Type],632.9811646,Normal,Iteration and Timestep,316.4905823
Northern Basin and Range,2024,Drought: High Severity [Type],21.07195402,Normal,Iteration and Timestep,10.53597701
