StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,DROUGHT: High Severity [Type],16.9149752508238,Normal,Iteration and Timestep,8.45748762541189
Cascades,2017,DROUGHT: High Severity [Type],1.21550096706324,Normal,Iteration and Timestep,0.607750483531618
Sierra Nevada,2017,DROUGHT: High Severity [Type],31.0500050028299,Normal,Iteration and Timestep,15.525002501415
California Chaparral and Oak Woodlands,2017,DROUGHT: High Severity [Type],15.217704658804,Normal,Iteration and Timestep,7.608852329402
Central California Valley,2017,DROUGHT: High Severity [Type],0.0538348522150045,Normal,Iteration and Timestep,0.0269174261075023
Southern California Mountains,2017,DROUGHT: High Severity [Type],2.60759943820085,Normal,Iteration and Timestep,1.30379971910043
Eastern Cascades Slopes and Foothills,2017,DROUGHT: High Severity [Type],3.64680605781587,Normal,Iteration and Timestep,1.82340302890793
Central Basin and Range,2017,DROUGHT: High Severity [Type],0.575073364966556,Normal,Iteration and Timestep,0.287536682483278
Mojave Basin and Range,2017,DROUGHT: High Severity [Type],1.1743151767032,Normal,Iteration and Timestep,0.587157588351602
Klamath Mountains,2017,DROUGHT: High Severity [Type],94.6686276855835,Normal,Iteration and Timestep,47.3343138427917
Northern Basin and Range,2017,DROUGHT: High Severity [Type],0.0454439165691838,Normal,Iteration and Timestep,0.0227219582845919
Sonoran Basin and Range,2017,DROUGHT: High Severity [Type],0.0145833213737205,Normal,Iteration and Timestep,0.00729166068686027
Coast Range,2018,DROUGHT: High Severity [Type],1.71947947662375,Normal,Iteration and Timestep,0.859739738311873
Cascades,2018,DROUGHT: High Severity [Type],0.0903822039285842,Normal,Iteration and Timestep,0.0451911019642921
Sierra Nevada,2018,DROUGHT: High Severity [Type],10.3114017137636,Normal,Iteration and Timestep,5.15570085688179
California Chaparral and Oak Woodlands,2018,DROUGHT: High Severity [Type],6.97450263685641,Normal,Iteration and Timestep,3.48725131842821
Central California Valley,2018,DROUGHT: High Severity [Type],0.0222654061162757,Normal,Iteration and Timestep,0.0111327030581378
Southern California Mountains,2018,DROUGHT: High Severity [Type],4.25063214019974,Normal,Iteration and Timestep,2.12531607009987
Eastern Cascades Slopes and Foothills,2018,DROUGHT: High Severity [Type],0.45627068795568,Normal,Iteration and Timestep,0.22813534397784
Central Basin and Range,2018,DROUGHT: High Severity [Type],0.502065983572038,Normal,Iteration and Timestep,0.251032991786019
Mojave Basin and Range,2018,DROUGHT: High Severity [Type],2.08115457332406,Normal,Iteration and Timestep,1.04057728666203
Klamath Mountains,2018,DROUGHT: High Severity [Type],14.8768170155799,Normal,Iteration and Timestep,7.43840850778997
Northern Basin and Range,2018,DROUGHT: High Severity [Type],0.0204414063923082,Normal,Iteration and Timestep,0.0102207031961541
Sonoran Basin and Range,2018,DROUGHT: High Severity [Type],0.0153055024220521,Normal,Iteration and Timestep,0.00765275121102604
Coast Range,2019,DROUGHT: High Severity [Type],4.01872155579986,Normal,Iteration and Timestep,2.00936077789993
Cascades,2019,DROUGHT: High Severity [Type],0.480239603684822,Normal,Iteration and Timestep,0.240119801842411
Sierra Nevada,2019,DROUGHT: High Severity [Type],17.7678696261701,Normal,Iteration and Timestep,8.88393481308503
California Chaparral and Oak Woodlands,2019,DROUGHT: High Severity [Type],7.57485968836954,Normal,Iteration and Timestep,3.78742984418477
Central California Valley,2019,DROUGHT: High Severity [Type],0.0327301031738898,Normal,Iteration and Timestep,0.0163650515869449
Southern California Mountains,2019,DROUGHT: High Severity [Type],2.67460184781157,Normal,Iteration and Timestep,1.33730092390579
Eastern Cascades Slopes and Foothills,2019,DROUGHT: High Severity [Type],2.10991390309869,Normal,Iteration and Timestep,1.05495695154934
Central Basin and Range,2019,DROUGHT: High Severity [Type],0.953733992573916,Normal,Iteration and Timestep,0.476866996286958
Mojave Basin and Range,2019,DROUGHT: High Severity [Type],2.19778252847527,Normal,Iteration and Timestep,1.09889126423764
Klamath Mountains,2019,DROUGHT: High Severity [Type],40.3908238298827,Normal,Iteration and Timestep,20.1954119149414
Northern Basin and Range,2019,DROUGHT: High Severity [Type],0.164921929401316,Normal,Iteration and Timestep,0.0824609647006582
Sonoran Basin and Range,2019,DROUGHT: High Severity [Type],0.0131456881008489,Normal,Iteration and Timestep,0.00657284405042446
