"Timestep","StratumID","FlowGroupID","Value"
1970,"California Chaparral and Oak Woodlands","Growth",1.15505930170662
1970,"California Chaparral and Oak Woodlands","Decay",0.983997169344709
1970,"California Chaparral and Oak Woodlands","Decomposition",0.983997169344709
1970,"California Chaparral and Oak Woodlands","Emission (litter)",0.977573466542345
1970,"California Chaparral and Oak Woodlands","Emission (soil)",0.983997169344709
1970,"Cascades","Growth",1.10805900507855
1970,"Cascades","Decay",0.985287604514675
1970,"Cascades","Decomposition",0.985287604514675
1970,"Cascades","Emission (litter)",0.979376443920156
1970,"Cascades","Emission (soil)",0.985287604514675
1970,"Central Basin and Range","Growth",0.907357764294494
1970,"Central Basin and Range","Decay",0.954885828992616
1970,"Central Basin and Range","Decomposition",0.954885828992616
1970,"Central Basin and Range","Emission (litter)",0.937155998608417
1970,"Central Basin and Range","Emission (soil)",0.954885828992616
1970,"Central California Valley","Growth",1.13765101019473
1970,"Central California Valley","Decay",0.998523910786111
1970,"Central California Valley","Decomposition",0.998523910786111
1970,"Central California Valley","Emission (litter)",0.997925251889824
1970,"Central California Valley","Emission (soil)",0.998523910786111
1970,"Coast Range","Growth",1.13745780363061
1970,"Coast Range","Decay",0.999331178945564
1970,"Coast Range","Decomposition",0.999331178945564
1970,"Coast Range","Emission (litter)",0.999059770394925
1970,"Coast Range","Emission (soil)",0.999331178945564
1970,"Eastern Cascades Slopes and Foothills","Growth",1.24273034400884
1970,"Eastern Cascades Slopes and Foothills","Decay",0.982264950465535
1970,"Eastern Cascades Slopes and Foothills","Decomposition",0.982264950465535
1970,"Eastern Cascades Slopes and Foothills","Emission (litter)",0.975154744254918
1970,"Eastern Cascades Slopes and Foothills","Emission (soil)",0.982264950465535
1970,"Klamath Mountains","Growth",1.12453068090703
1970,"Klamath Mountains","Decay",0.99708932300042
1970,"Klamath Mountains","Decomposition",0.99708932300042
1970,"Klamath Mountains","Emission (litter)",0.995910029786517
1970,"Klamath Mountains","Emission (soil)",0.99708932300042
1970,"Mojave Basin and Range","Growth",0.817947187145287
1970,"Mojave Basin and Range","Decay",0.967333924143246
1970,"Mojave Basin and Range","Decomposition",0.967333924143246
1970,"Mojave Basin and Range","Emission (litter)",0.954378297173375
1970,"Mojave Basin and Range","Emission (soil)",0.967333924143246
1970,"Northern Basin and Range","Growth",1.32249943058764
1970,"Northern Basin and Range","Decay",0.988233043374106
1970,"Northern Basin and Range","Decomposition",0.988233043374106
1970,"Northern Basin and Range","Emission (litter)",0.983495359774945
1970,"Northern Basin and Range","Emission (soil)",0.988233043374106
1970,"Sierra Nevada","Growth",1.1340488541265
1970,"Sierra Nevada","Decay",0.962830871885583
1970,"Sierra Nevada","Decomposition",0.962830871885583
1970,"Sierra Nevada","Emission (litter)",0.948137743614943
1970,"Sierra Nevada","Emission (soil)",0.962830871885583
1970,"Sonoran Basin and Range","Growth",0.738264833822703
1970,"Sonoran Basin and Range","Decay",0.955605589147638
1970,"Sonoran Basin and Range","Decomposition",0.955605589147638
1970,"Sonoran Basin and Range","Emission (litter)",0.938149337958503
1970,"Sonoran Basin and Range","Emission (soil)",0.955605589147638
1970,"Southern California Mountains","Growth",1.12521432304177
1970,"Southern California Mountains","Decay",0.972785546670685
1970,"Southern California Mountains","Decomposition",0.972785546670685
1970,"Southern California Mountains","Emission (litter)",0.961949221119459
1970,"Southern California Mountains","Emission (soil)",0.972785546670685
1971,"California Chaparral and Oak Woodlands","Growth",0.706606897612251
1971,"California Chaparral and Oak Woodlands","Decay",0.925038316047491
1971,"California Chaparral and Oak Woodlands","Decomposition",0.925038316047491
1971,"California Chaparral and Oak Woodlands","Emission (litter)",0.896232787041295
1971,"California Chaparral and Oak Woodlands","Emission (soil)",0.925038316047491
1971,"Cascades","Growth",0.961822621563638
1971,"Cascades","Decay",0.916035133440329
1971,"Cascades","Decomposition",0.916035133440329
1971,"Cascades","Emission (litter)",0.883992839084066
