StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,Drought: High Severity [Type],2.516656304,Normal,Iteration and Timestep,1.258328152
Cascades,2017,Drought: High Severity [Type],7.315097603,Normal,Iteration and Timestep,3.657548802
Sierra Nevada,2017,Drought: High Severity [Type],143.444165,Normal,Iteration and Timestep,71.7220825
California Chaparral and Oak Woodlands,2017,Drought: High Severity [Type],11.51553219,Normal,Iteration and Timestep,5.757766094
Central California Valley,2017,Drought: High Severity [Type],0.12552279,Normal,Iteration and Timestep,0.062761395
Southern California Mountains,2017,Drought: High Severity [Type],1.029972769,Normal,Iteration and Timestep,0.514986384
Eastern Cascades Slopes and Foothills,2017,Drought: High Severity [Type],66.00315875,Normal,Iteration and Timestep,33.00157937
Central Basin and Range,2017,Drought: High Severity [Type],7.620580649,Normal,Iteration and Timestep,3.810290324
Mojave Basin and Range,2017,Drought: High Severity [Type],0.385611876,Normal,Iteration and Timestep,0.192805938
Klamath Mountains,2017,Drought: High Severity [Type],58.57926995,Normal,Iteration and Timestep,29.28963497
Northern Basin and Range,2017,Drought: High Severity [Type],7.702828423,Normal,Iteration and Timestep,3.851414212
Sonoran Basin and Range,2017,Drought: High Severity [Type],0.003613134,Normal,Iteration and Timestep,0.001806567
Coast Range,2018,Drought: High Severity [Type],0.666844833,Normal,Iteration and Timestep,0.333422416
Cascades,2018,Drought: High Severity [Type],1.547035843,Normal,Iteration and Timestep,0.773517921
Sierra Nevada,2018,Drought: High Severity [Type],52.4357606,Normal,Iteration and Timestep,26.2178803
California Chaparral and Oak Woodlands,2018,Drought: High Severity [Type],5.032892031,Normal,Iteration and Timestep,2.516446016
Central California Valley,2018,Drought: High Severity [Type],0.043939151,Normal,Iteration and Timestep,0.021969576
Southern California Mountains,2018,Drought: High Severity [Type],1.377192543,Normal,Iteration and Timestep,0.688596271
Eastern Cascades Slopes and Foothills,2018,Drought: High Severity [Type],10.51647313,Normal,Iteration and Timestep,5.258236565
Central Basin and Range,2018,Drought: High Severity [Type],9.426944957,Normal,Iteration and Timestep,4.713472479
Mojave Basin and Range,2018,Drought: High Severity [Type],1.102522857,Normal,Iteration and Timestep,0.551261428
Klamath Mountains,2018,Drought: High Severity [Type],13.58431011,Normal,Iteration and Timestep,6.792155054
Northern Basin and Range,2018,Drought: High Severity [Type],2.003618713,Normal,Iteration and Timestep,1.001809356
