StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,Drought: High Severity [Type],0.056989629,Normal,Iteration and Timestep,0.028494814
Cascades,2017,Drought: High Severity [Type],0.679714475,Normal,Iteration and Timestep,0.339857238
Sierra Nevada,2017,Drought: High Severity [Type],6.07184799,Normal,Iteration and Timestep,3.035923995
California Chaparral and Oak Woodlands,2017,Drought: High Severity [Type],0.338796602,Normal,Iteration and Timestep,0.169398301
Central California Valley,2017,Drought: High Severity [Type],0.002428321,Normal,Iteration and Timestep,0.00121416
Southern California Mountains,2017,Drought: High Severity [Type],0.370318455,Normal,Iteration and Timestep,0.185159227
Eastern Cascades Slopes and Foothills,2017,Drought: High Severity [Type],2.747472678,Normal,Iteration and Timestep,1.373736339
Central Basin and Range,2017,Drought: High Severity [Type],2.014164593,Normal,Iteration and Timestep,1.007082297
Mojave Basin and Range,2017,Drought: High Severity [Type],0.403816937,Normal,Iteration and Timestep,0.201908468
Klamath Mountains,2017,Drought: High Severity [Type],0.93532865,Normal,Iteration and Timestep,0.467664325
Northern Basin and Range,2017,Drought: High Severity [Type],0.90777638,Normal,Iteration and Timestep,0.45388819
Sonoran Basin and Range,2017,Drought: High Severity [Type],0.00263954,Normal,Iteration and Timestep,0.00131977
Coast Range,2018,Drought: High Severity [Type],0.056998562,Normal,Iteration and Timestep,0.028499281
Cascades,2018,Drought: High Severity [Type],0.212329799,Normal,Iteration and Timestep,0.106164899
Sierra Nevada,2018,Drought: High Severity [Type],7.147082992,Normal,Iteration and Timestep,3.573541496
California Chaparral and Oak Woodlands,2018,Drought: High Severity [Type],0.342248952,Normal,Iteration and Timestep,0.171124476
Central California Valley,2018,Drought: High Severity [Type],0.002972023,Normal,Iteration and Timestep,0.001486012
Southern California Mountains,2018,Drought: High Severity [Type],0.204253428,Normal,Iteration and Timestep,0.102126714
Eastern Cascades Slopes and Foothills,2018,Drought: High Severity [Type],2.678417446,Normal,Iteration and Timestep,1.339208723
Central Basin and Range,2018,Drought: High Severity [Type],1.390271209,Normal,Iteration and Timestep,0.695135604
Mojave Basin and Range,2018,Drought: High Severity [Type],0.23957397,Normal,Iteration and Timestep,0.119786985
Klamath Mountains,2018,Drought: High Severity [Type],0.613885929,Normal,Iteration and Timestep,0.306942964
Northern Basin and Range,2018,Drought: High Severity [Type],2.578517045,Normal,Iteration and Timestep,1.289258522
Sonoran Basin and Range,2018,Drought: High Severity [Type],0.002856677,Normal,Iteration and Timestep,0.001428339
Coast Range,2019,Drought: High Severity [Type],0.084104402,Normal,Iteration and Timestep,0.042052201
Cascades,2019,Drought: High Severity [Type],0.413333874,Normal,Iteration and Timestep,0.206666937
Sierra Nevada,2019,Drought: High Severity [Type],7.580363015,Normal,Iteration and Timestep,3.790181507
California Chaparral and Oak Woodlands,2019,Drought: High Severity [Type],0.316406973,Normal,Iteration and Timestep,0.158203486
Central California Valley,2019,Drought: High Severity [Type],0.002970482,Normal,Iteration and Timestep,0.001485241
Southern California Mountains,2019,Drought: High Severity [Type],0.196881686,Normal,Iteration and Timestep,0.098440843
Eastern Cascades Slopes and Foothills,2019,Drought: High Severity [Type],2.006846807,Normal,Iteration and Timestep,1.003423403
Central Basin and Range,2019,Drought: High Severity [Type],1.794945776,Normal,Iteration and Timestep,0.897472888
Mojave Basin and Range,2019,Drought: High Severity [Type],0.432919468,Normal,Iteration and Timestep,0.216459734
Klamath Mountains,2019,Drought: High Severity [Type],1.263830867,Normal,Iteration and Timestep,0.631915434
Northern Basin and Range,2019,Drought: High Severity [Type],0.885050318,Normal,Iteration and Timestep,0.442525159
Sonoran Basin and Range,2019,Drought: High Severity [Type],0.002437733,Normal,Iteration and Timestep,0.001218866
Coast Range,2020,Drought: High Severity [Type],0.104457377,Normal,Iteration and Timestep,0.052228688
Cascades,2020,Drought: High Severity [Type],0.342871604,Normal,Iteration and Timestep,0.171435802
Sierra Nevada,2020,Drought: High Severity [Type],13.45851887,Normal,Iteration and Timestep,6.729259435
California Chaparral and Oak Woodlands,2020,Drought: High Severity [Type],0.504708364,Normal,Iteration and Timestep,0.252354182
Central California Valley,2020,Drought: High Severity [Type],0.004035008,Normal,Iteration and Timestep,0.002017504
Southern California Mountains,2020,Drought: High Severity [Type],0.405329263,Normal,Iteration and Timestep,0.202664631
Eastern Cascades Slopes and Foothills,2020,Drought: High Severity [Type],1.28377509,Normal,Iteration and Timestep,0.641887545
Central Basin and Range,2020,Drought: High Severity [Type],2.040613921,Normal,Iteration and Timestep,1.020306961
Mojave Basin and Range,2020,Drought: High Severity [Type],0.349330295,Normal,Iteration and Timestep,0.174665148
Klamath Mountains,2020,Drought: High Severity [Type],1.348886958,Normal,Iteration and Timestep,0.674443479
