StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Coast Range,2017,Drought: High Severity [Type],21.8911417,Normal,Iteration and Timestep,10.94557085
Cascades,2017,Drought: High Severity [Type],3.400323704,Normal,Iteration and Timestep,1.700161852
Sierra Nevada,2017,Drought: High Severity [Type],17.64274618,Normal,Iteration and Timestep,8.821373091
California Chaparral and Oak Woodlands,2017,Drought: High Severity [Type],3.583965059,Normal,Iteration and Timestep,1.79198253
Central California Valley,2017,Drought: High Severity [Type],0.018214331,Normal,Iteration and Timestep,0.009107166
Southern California Mountains,2017,Drought: High Severity [Type],0.940538716,Normal,Iteration and Timestep,0.470269358
Eastern Cascades Slopes and Foothills,2017,Drought: High Severity [Type],73.22805496,Normal,Iteration and Timestep,36.61402748
Central Basin and Range,2017,Drought: High Severity [Type],3.83051551,Normal,Iteration and Timestep,1.915257755
Mojave Basin and Range,2017,Drought: High Severity [Type],0.992720868,Normal,Iteration and Timestep,0.496360434
Klamath Mountains,2017,Drought: High Severity [Type],156.722527,Normal,Iteration and Timestep,78.36126348
Northern Basin and Range,2017,Drought: High Severity [Type],4.702910861,Normal,Iteration and Timestep,2.351455431
Sonoran Basin and Range,2017,Drought: High Severity [Type],0.01090423,Normal,Iteration and Timestep,0.005452115
Coast Range,2018,Drought: High Severity [Type],0.566619168,Normal,Iteration and Timestep,0.283309584
Cascades,2018,Drought: High Severity [Type],0.594668114,Normal,Iteration and Timestep,0.297334057
Sierra Nevada,2018,Drought: High Severity [Type],11.13655924,Normal,Iteration and Timestep,5.56827962
California Chaparral and Oak Woodlands,2018,Drought: High Severity [Type],1.396963331,Normal,Iteration and Timestep,0.698481666
Central California Valley,2018,Drought: High Severity [Type],0.010000606,Normal,Iteration and Timestep,0.005000303
Southern California Mountains,2018,Drought: High Severity [Type],1.753899642,Normal,Iteration and Timestep,0.876949821
Eastern Cascades Slopes and Foothills,2018,Drought: High Severity [Type],14.17774869,Normal,Iteration and Timestep,7.088874345
Central Basin and Range,2018,Drought: High Severity [Type],1.343413308,Normal,Iteration and Timestep,0.671706654
Mojave Basin and Range,2018,Drought: High Severity [Type],2.026777979,Normal,Iteration and Timestep,1.013388989
Klamath Mountains,2018,Drought: High Severity [Type],48.14987461,Normal,Iteration and Timestep,24.0749373
Northern Basin and Range,2018,Drought: High Severity [Type],0.835704451,Normal,Iteration and Timestep,0.417852225
Sonoran Basin and Range,2018,Drought: High Severity [Type],0.015717961,Normal,Iteration and Timestep,0.00785898
Coast Range,2019,Drought: High Severity [Type],0.529267029,Normal,Iteration and Timestep,0.264633514
Cascades,2019,Drought: High Severity [Type],0.311117265,Normal,Iteration and Timestep,0.155558633
Sierra Nevada,2019,Drought: High Severity [Type],19.9448685,Normal,Iteration and Timestep,9.972434248
California Chaparral and Oak Woodlands,2019,Drought: High Severity [Type],2.842344796,Normal,Iteration and Timestep,1.421172398
Central California Valley,2019,Drought: High Severity [Type],0.017076443,Normal,Iteration and Timestep,0.008538222
Southern California Mountains,2019,Drought: High Severity [Type],6.769243441,Normal,Iteration and Timestep,3.384621721
Eastern Cascades Slopes and Foothills,2019,Drought: High Severity [Type],7.939782752,Normal,Iteration and Timestep,3.969891376
Central Basin and Range,2019,Drought: High Severity [Type],2.489728791,Normal,Iteration and Timestep,1.244864395
Mojave Basin and Range,2019,Drought: High Severity [Type],4.619278772,Normal,Iteration and Timestep,2.309639386
Klamath Mountains,2019,Drought: High Severity [Type],29.11712752,Normal,Iteration and Timestep,14.55856376
Northern Basin and Range,2019,Drought: High Severity [Type],0.916446503,Normal,Iteration and Timestep,0.458223251
Sonoran Basin and Range,2019,Drought: High Severity [Type],0.034804086,Normal,Iteration and Timestep,0.017402043
Coast Range,2020,Drought: High Severity [Type],0.470089528,Normal,Iteration and Timestep,0.235044764
Cascades,2020,Drought: High Severity [Type],0.447792914,Normal,Iteration and Timestep,0.223896457
Sierra Nevada,2020,Drought: High Severity [Type],64.41046528,Normal,Iteration and Timestep,32.20523264
California Chaparral and Oak Woodlands,2020,Drought: High Severity [Type],6.845165849,Normal,Iteration and Timestep,3.422582924
Central California Valley,2020,Drought: High Severity [Type],0.014130064,Normal,Iteration and Timestep,0.007065032
Southern California Mountains,2020,Drought: High Severity [Type],15.40806545,Normal,Iteration and Timestep,7.704032724
Eastern Cascades Slopes and Foothills,2020,Drought: High Severity [Type],5.453187508,Normal,Iteration and Timestep,2.726593754
Central Basin and Range,2020,Drought: High Severity [Type],4.349989259,Normal,Iteration and Timestep,2.17499463
Mojave Basin and Range,2020,Drought: High Severity [Type],15.4913271,Normal,Iteration and Timestep,7.745663549
Klamath Mountains,2020,Drought: High Severity [Type],32.41454917,Normal,Iteration and Timestep,16.20727458
Northern Basin and Range,2020,Drought: High Severity [Type],0.494226912,Normal,Iteration and Timestep,0.247113456
Sonoran Basin and Range,2020,Drought: High Severity [Type],0.102570697,Normal,Iteration and Timestep,0.051285348
Coast Range,2021,Drought: High Severity [Type],3.248043753,Normal,Iteration and Timestep,1.624021877
Cascades,2021,Drought: High Severity [Type],1.170244898,Normal,Iteration and Timestep,0.585122449
Sierra Nevada,2021,Drought: High Severity [Type],97.61900714,Normal,Iteration and Timestep,48.80950357
California Chaparral and Oak Woodlands,2021,Drought: High Severity [Type],16.46464529,Normal,Iteration and Timestep,8.232322647
Central California Valley,2021,Drought: High Severity [Type],0.046590772,Normal,Iteration and Timestep,0.023295386
Southern California Mountains,2021,Drought: High Severity [Type],28.92683313,Normal,Iteration and Timestep,14.46341656
Eastern Cascades Slopes and Foothills,2021,Drought: High Severity [Type],16.86621261,Normal,Iteration and Timestep,8.433106306
Central Basin and Range,2021,Drought: High Severity [Type],10.78867242,Normal,Iteration and Timestep,5.394336209
Mojave Basin and Range,2021,Drought: High Severity [Type],32.55978846,Normal,Iteration and Timestep,16.27989423
Klamath Mountains,2021,Drought: High Severity [Type],63.64377254,Normal,Iteration and Timestep,31.82188627
Northern Basin and Range,2021,Drought: High Severity [Type],1.705396134,Normal,Iteration and Timestep,0.852698067
Sonoran Basin and Range,2021,Drought: High Severity [Type],0.08171678,Normal,Iteration and Timestep,0.04085839
Coast Range,2022,Drought: High Severity [Type],1.199024797,Normal,Iteration and Timestep,0.599512399
Cascades,2022,Drought: High Severity [Type],1.175261946,Normal,Iteration and Timestep,0.587630973
Sierra Nevada,2022,Drought: High Severity [Type],34.79386715,Normal,Iteration and Timestep,17.39693358
California Chaparral and Oak Woodlands,2022,Drought: High Severity [Type],6.875960133,Normal,Iteration and Timestep,3.437980066
Central California Valley,2022,Drought: High Severity [Type],0.017537071,Normal,Iteration and Timestep,0.008768536
Southern California Mountains,2022,Drought: High Severity [Type],20.68448376,Normal,Iteration and Timestep,10.34224188
Eastern Cascades Slopes and Foothills,2022,Drought: High Severity [Type],12.63056912,Normal,Iteration and Timestep,6.31528456
Central Basin and Range,2022,Drought: High Severity [Type],8.585014162,Normal,Iteration and Timestep,4.292507081
Mojave Basin and Range,2022,Drought: High Severity [Type],24.83057246,Normal,Iteration and Timestep,12.41528623
Klamath Mountains,2022,Drought: High Severity [Type],76.08370813,Normal,Iteration and Timestep,38.04185406
Northern Basin and Range,2022,Drought: High Severity [Type],0.672758599,Normal,Iteration and Timestep,0.336379299
Sonoran Basin and Range,2022,Drought: High Severity [Type],0.143592665,Normal,Iteration and Timestep,0.071796332
Coast Range,2023,Drought: High Severity [Type],19.1570739,Normal,Iteration and Timestep,9.578536948
Cascades,2023,Drought: High Severity [Type],15.29908625,Normal,Iteration and Timestep,7.649543123
Sierra Nevada,2023,Drought: High Severity [Type],142.2176634,Normal,Iteration and Timestep,71.10883172
California Chaparral and Oak Woodlands,2023,Drought: High Severity [Type],11.89283504,Normal,Iteration and Timestep,5.946417522
Central California Valley,2023,Drought: High Severity [Type],0.065926127,Normal,Iteration and Timestep,0.032963063
Southern California Mountains,2023,Drought: High Severity [Type],10.42979148,Normal,Iteration and Timestep,5.214895742
Eastern Cascades Slopes and Foothills,2023,Drought: High Severity [Type],81.60412251,Normal,Iteration and Timestep,40.80206125
Central Basin and Range,2023,Drought: High Severity [Type],6.915736927,Normal,Iteration and Timestep,3.457868463
Mojave Basin and Range,2023,Drought: High Severity [Type],4.400541736,Normal,Iteration and Timestep,2.200270868
Klamath Mountains,2023,Drought: High Severity [Type],351.5639065,Normal,Iteration and Timestep,175.7819532
Northern Basin and Range,2023,Drought: High Severity [Type],2.240736984,Normal,Iteration and Timestep,1.120368492
Sonoran Basin and Range,2023,Drought: High Severity [Type],0.05240816,Normal,Iteration and Timestep,0.02620408
Coast Range,2024,Drought: High Severity [Type],15.13840198,Normal,Iteration and Timestep,7.56920099
Cascades,2024,Drought: High Severity [Type],22.30833905,Normal,Iteration and Timestep,11.15416952
Sierra Nevada,2024,Drought: High Severity [Type],380.4002094,Normal,Iteration and Timestep,190.2001047
California Chaparral and Oak Woodlands,2024,Drought: High Severity [Type],21.00786772,Normal,Iteration and Timestep,10.50393386
Central California Valley,2024,Drought: High Severity [Type],0.151509418,Normal,Iteration and Timestep,0.075754709
Southern California Mountains,2024,Drought: High Severity [Type],10.44870531,Normal,Iteration and Timestep,5.224352656
Eastern Cascades Slopes and Foothills,2024,Drought: High Severity [Type],213.8773428,Normal,Iteration and Timestep,106.9386714
Central Basin and Range,2024,Drought: High Severity [Type],19.42817419,Normal,Iteration and Timestep,9.714087096
Mojave Basin and Range,2024,Drought: High Severity [Type],5.44302386,Normal,Iteration and Timestep,2.72151193
Klamath Mountains,2024,Drought: High Severity [Type],452.7120819,Normal,Iteration and Timestep,226.356041
Northern Basin and Range,2024,Drought: High Severity [Type],7.181802356,Normal,Iteration and Timestep,3.590901178
Sonoran Basin and Range,2024,Drought: High Severity [Type],0.088027934,Normal,Iteration and Timestep,0.044013967
Coast Range,2025,Drought: High Severity [Type],138.8227898,Normal,Iteration and Timestep,69.4113949
Cascades,2025,Drought: High Severity [Type],57.99723104,Normal,Iteration and Timestep,28.99861552
Sierra Nevada,2025,Drought: High Severity [Type],930.8909546,Normal,Iteration and Timestep,465.4454773
California Chaparral and Oak Woodlands,2025,Drought: High Severity [Type],163.8761971,Normal,Iteration and Timestep,81.93809853
Central California Valley,2025,Drought: High Severity [Type],1.382440963,Normal,Iteration and Timestep,0.691220481
Southern California Mountains,2025,Drought: High Severity [Type],9.853689228,Normal,Iteration and Timestep,4.926844614
Eastern Cascades Slopes and Foothills,2025,Drought: High Severity [Type],539.8834076,Normal,Iteration and Timestep,269.9417038
Central Basin and Range,2025,Drought: High Severity [Type],40.31646201,Normal,Iteration and Timestep,20.158231
Mojave Basin and Range,2025,Drought: High Severity [Type],6.420456727,Normal,Iteration and Timestep,3.210228363
Klamath Mountains,2025,Drought: High Severity [Type],1172.920696,Normal,Iteration and Timestep,586.460348
Northern Basin and Range,2025,Drought: High Severity [Type],32.607589,Normal,Iteration and Timestep,16.3037945
Sonoran Basin and Range,2025,Drought: High Severity [Type],0.18765063,Normal,Iteration and Timestep,0.093825315
Coast Range,2026,Drought: High Severity [Type],138.0262224,Normal,Iteration and Timestep,69.01311122
Cascades,2026,Drought: High Severity [Type],36.25610479,Normal,Iteration and Timestep,18.12805239
Sierra Nevada,2026,Drought: High Severity [Type],521.032632,Normal,Iteration and Timestep,260.516316
California Chaparral and Oak Woodlands,2026,Drought: High Severity [Type],141.3456632,Normal,Iteration and Timestep,70.6728316
Central California Valley,2026,Drought: High Severity [Type],1.048232647,Normal,Iteration and Timestep,0.524116324
Southern California Mountains,2026,Drought: High Severity [Type],23.47122351,Normal,Iteration and Timestep,11.73561175
Eastern Cascades Slopes and Foothills,2026,Drought: High Severity [Type],191.0822332,Normal,Iteration and Timestep,95.54111661
Central Basin and Range,2026,Drought: High Severity [Type],25.85558434,Normal,Iteration and Timestep,12.92779217
Mojave Basin and Range,2026,Drought: High Severity [Type],8.616666761,Normal,Iteration and Timestep,4.30833338
Klamath Mountains,2026,Drought: High Severity [Type],728.2133904,Normal,Iteration and Timestep,364.1066952
Northern Basin and Range,2026,Drought: High Severity [Type],7.156733942,Normal,Iteration and Timestep,3.578366971
Sonoran Basin and Range,2026,Drought: High Severity [Type],0.401535553,Normal,Iteration and Timestep,0.200767777
Coast Range,2027,Drought: High Severity [Type],14.0184881,Normal,Iteration and Timestep,7.009244052
Cascades,2027,Drought: High Severity [Type],6.118543868,Normal,Iteration and Timestep,3.059271934
Sierra Nevada,2027,Drought: High Severity [Type],165.2134332,Normal,Iteration and Timestep,82.60671659
California Chaparral and Oak Woodlands,2027,Drought: High Severity [Type],17.31611301,Normal,Iteration and Timestep,8.658056503
Central California Valley,2027,Drought: High Severity [Type],0.17970864,Normal,Iteration and Timestep,0.08985432
Southern California Mountains,2027,Drought: High Severity [Type],2.548195977,Normal,Iteration and Timestep,1.274097988
Eastern Cascades Slopes and Foothills,2027,Drought: High Severity [Type],68.02678648,Normal,Iteration and Timestep,34.01339324
Central Basin and Range,2027,Drought: High Severity [Type],19.50667293,Normal,Iteration and Timestep,9.753336467
Mojave Basin and Range,2027,Drought: High Severity [Type],2.091478918,Normal,Iteration and Timestep,1.045739459
Klamath Mountains,2027,Drought: High Severity [Type],121.0195257,Normal,Iteration and Timestep,60.50976283
Northern Basin and Range,2027,Drought: High Severity [Type],6.315340783,Normal,Iteration and Timestep,3.157670391
Sonoran Basin and Range,2027,Drought: High Severity [Type],0.041426076,Normal,Iteration and Timestep,0.020713038
Coast Range,2028,Drought: High Severity [Type],13.41219725,Normal,Iteration and Timestep,6.706098626
Cascades,2028,Drought: High Severity [Type],2.209402819,Normal,Iteration and Timestep,1.10470141
Sierra Nevada,2028,Drought: High Severity [Type],66.75216096,Normal,Iteration and Timestep,33.37608048
California Chaparral and Oak Woodlands,2028,Drought: High Severity [Type],5.456557233,Normal,Iteration and Timestep,2.728278617
Central California Valley,2028,Drought: High Severity [Type],0.06506179,Normal,Iteration and Timestep,0.032530895
Southern California Mountains,2028,Drought: High Severity [Type],0.961991444,Normal,Iteration and Timestep,0.480995722
Eastern Cascades Slopes and Foothills,2028,Drought: High Severity [Type],31.42983822,Normal,Iteration and Timestep,15.71491911
Central Basin and Range,2028,Drought: High Severity [Type],19.58652555,Normal,Iteration and Timestep,9.793262774
Mojave Basin and Range,2028,Drought: High Severity [Type],1.793857953,Normal,Iteration and Timestep,0.896928976
Klamath Mountains,2028,Drought: High Severity [Type],65.08035071,Normal,Iteration and Timestep,32.54017535
Northern Basin and Range,2028,Drought: High Severity [Type],3.402871915,Normal,Iteration and Timestep,1.701435957
Sonoran Basin and Range,2028,Drought: High Severity [Type],0.023144559,Normal,Iteration and Timestep,0.01157228
Coast Range,2029,Drought: High Severity [Type],17.62163467,Normal,Iteration and Timestep,8.810817337
Cascades,2029,Drought: High Severity [Type],0.849482316,Normal,Iteration and Timestep,0.424741158
Sierra Nevada,2029,Drought: High Severity [Type],44.06564312,Normal,Iteration and Timestep,22.03282156
